id,line_text,speaker,word count
27954,[on phone] Hold on one second.,jim,6
27955,Invite them on the tour.,michael,5
27956,[to Michael] It's actually Blue Cross from Pennsylvania.,jim,8
27957,"Really? That's kind of a big client. [gets up and heads toward Oscar] Hey, Oscar. Woo hoo hoo. Um, how much of a hit is ten percent of our Blue Cross account?",michael,32
27959,Yeah?,michael,1
27961,Yeah.,michael,1
27963,"[on phone] Hold on one sec. Hold on one sec, Tom, what's that? You found five golden tickets? And does it say limit one per customer? Nope, it doesn't.",jim,29
27964,How do you not spread out the tickets into different shipments?,jim,11
27965,I thought I did. So...,michael,5
27966,OK...,jim,1
27967,Well no harm no foul.,michael,5
27968,...well I'm going to call corporate to make sure that they know I didn't lose half my sales.,jim,18
27969,"You didn't, but... it'll be fine. It'll be good.",michael,9
27970,Hey. Hey. Hey. You idiot.,michael,5
27972,Sir. I placed a bunch of golden tickets into five separate boxes and some how they all ended up with Blue Cross. How does this happen?,michael,26
27974,Irrelevant.,michael,1
27976,"OK, I'm going to ask you something and I want you to be honest. What is a pallet?",michael,18
27977,My golden ticket idea? OK. Why would anyone think that this is my golden ticket idea? There is a one in 13 chance that this could be anybody's golden ticket idea. [sighs] That... [sighs],michael,34
27978,"Dunder Mifflin, this is Pam. Oh hi ,David. [Michael shakes his head to Pam] No, I'm sorry he's not back from the Civil Rights rally. I'll have him call you the minute he gets back from the Lincoln Memorial.",pam,39
27979,"When Michael's skirting a phone call, he gave me a list of places to say he is. 'Stopping a fight in the parking lot. ' 'An Obama fashion show. ' Whatever... that is. Or 'trapped in an oil painting.' I'm gonna save that one.",pam,44
27980,"Nobody panic. The good news is... they can't fire all of us, right?",michael,13
27982,"No, they can't.",michael,3
27984,"Oscar, you don't know what the hell you are talking about.",michael,11
27986,"Alright, then we're screwed. I am just a net that traps all of your crappy subconscious ideas and adds a little bit of my own childhood memories and whimsy, so -",michael,31
27987,"So, well I lost a ton of money today and I have a mortgage, so I'm a little pissed too.",jim,20
27988,"Thank you, Jim is with me.",michael,6
27989,"Absolutely not, I'm mad at you.",jim,6
27990,Well you know what Jim? It is not my fault that you bought a house to impress Pam. That is why carnations exist.,michael,23
27992,"OK, we need a gold ticket idea to get us out of this mess. [Pam raises hand] Yes.",michael,18
27993,Does that mean an idea that blows up in our faces later? [Pam's phone rings],pam,15
27994,Good one.,jim,2
27995,"OK, don't get that. Please? [Pam gets up to answer her phone]",michael,12
27997,That is not constructive.,michael,4
27998,"[on phone] Dunder Mifflin, this is Pam. Oh hi, David. He's having a colonoscopy. Alright, I'll find out if he's out yet.",pam,22
27999,"[on phone] Hello David. I just got back from my procedure, so--",michael,12
28001,How are you doing?,michael,4
28003,[reading from computer] My colonoscopy was an examination of my large colon and the distal part of my small bowel with a camera.,michael,23
28005,"Well, there is an explanation that involves me not letting it happen and I just don't... I don't know.",michael,19
28007,I think we might have hired an outside marketing consultant.,michael,10
28009,You're breaking up.,michael,3
28011,"OK, I think, it might have been an inside consultant.",michael,10
28013,Yes.,michael,1
28015,No.,michael,1
28017,[long pause] Yes.,michael,3
28018,"[Dwight walks in] Come on in. Good to see ya, have a seat. I just wanted to congratulate you on that great golden ticket idea.",michael,25
28019,That was your idea.,dwight,4
28020,"Woah, wow, who told you that?",michael,6
28021,You did. Several times. Over and over again.,dwight,8
28022,"[same time as Dwight] No, I don't think I ever did. That was your idea Dwight.",michael,16
28023,[same time as Michael] You were dressed as Willy Wonka so...,dwight,11
28024,I'm not taking... I'm not taking...,michael,6
28025,Wasn't my idea. Loved - but I can't.,dwight,8
28026,"Wait a second, wait a second, I wrote it down in my diary.",michael,13
28027,You don't keep a diary.,dwight,5
28028,Yes I do. You've just never seen it. [reading from diary] March 4th. Dwight came up with the best idea today about golden tickets.,michael,24
28029,Hold that thought. [Dwight gets up and gets own diary from desk and returns] [flipping through diary] March... 4th. Michael Scott came up with golden ticket idea to give five customers ten perfect off for one year.,dwight,37
28030,Why do you have a diary?,michael,6
28031,To keep secrets from my computer.,dwight,6
28032,"OK, you know what? You came up with this idea. I remember you told me that you loved the Willy Wonka movie when you were growing up.",michael,27
28033,Impossible.,dwight,1
28034,"Yes, you did.",michael,3
28035,"I wasn't given candy as a child, so a movie that fetish-ized it that much, would have made no sense to me. Plus, we weren't allowed to see movies. So... do the math.",dwight,33
28036,What are you writing? [Dwight writes in diary],michael,8
28037,Had conversation with Michael about taking credit for an idea that wasn't mine. Discussed movies.,dwight,15
28038,Would you like to go to lunch with me? Just the two of us?,michael,14
28039,With all my heart.,dwight,4
28041,"All I'm saying is that it's a first dates, so just keep a respectful distance.",jim,15
28043,I don't think Jim means to say that you shouldn't touch her.,pam,12
28044,"No, that is what I mean.",jim,6
28045,"[to Jim] Shush. [to Kevin] Kevin, a playful touch on the arm, or on the back, it can show your interest and it's really romantic.",pam,25
28047,"No, stop it.",jim,3
28048,Don't touch her. Don't talk to her. Don't look at her.,andy,11
28049,"[Jim, Andy and Pam all talking over each other] ...turn into this black and carbon brick-where this barbeque sauce of shame and rage and two hot people with a perfect relationship would not understand that.",andy,35
28050,We think a lot alike. Sometimes you will think something and I will say what you're thinking--,michael,17
28051,"OK, what am I thinking right now?",dwight,7
28052,"Umm, nacho chips.",michael,3
28053,No... How skin is the largest organ of the body.,dwight,10
28054,"Oh, OK. Let me just cut to the chase, Dwight. I want you to fall on your sword for me.",michael,20
28055,"Oh, not gonna happen.",dwight,4
28056,I did fall on my sword once. I was running with it in my belt. Won't happen again.,dwight,18
28058,What about Shoe La La?,dwight,5
28059,[sighs] It's not ready yet.,michael,5
28060,"I have an idea for a fancy men's shoe store called Shoe La La. And it's just men's shoes for the special occasions in a man's life, like the day that you get married or the day your wife has a baby, or for just lounging around the house.",michael,49
28061,"May I have your attention please. I have an announcement. Mr. Dwight Schrute and I just returned from a wonderful stroll together and although I probably will never do it again, I had fun. I really had fun with my best friend, Dwight.",michael,43
28063,"Yes they are, you just don't care about the information.",michael,10
28064,I love working here and I do not want to leave.,dwight,11
28065,He doesn't love it that much. Wouldn't be such a bad thing for him to be fired.,michael,17
28066,Well...,dwight,1
28067,"I mean, like we were talking about that is why he has come to the conclusion...",michael,16
28068,We discussed the fact that I'm cooped up here instead of experiencing the whole wide world.,dwight,16
28069,Right.,michael,1
28070,No plowing my own acres. Going around shirtless all day. You know experiencing freedom.,dwight,14
28071,That's it. That's it. You can't put a price on freedom.,michael,11
28072,Try me.,dwight,2
28073,That's why you made the decision. That's why you made...,michael,10
28074,I haven't made a decision yet.,dwight,6
28075,You kind of have.,michael,4
28076,No.,dwight,1
28077,Yes.,michael,1
28078,You cannot take the fall for him.,jim,7
28079,He said he would do the same for me.,dwight,9
28080,He can do the same for you. Right now. By getting fired instead of you. So what are you gonna do?,jim,21
28081,I'm gonna go back to work. After I write you up for insubordination.,dwight,13
28082,There it is.,jim,3
28085,"Yes it is, but it had to be done, didn't it?",michael,11
28087,David... you're welcome. [Dwight and David shake hands and make exclamations],dwight,11
28090,That's what she said! [David laughs],dwight,6
28091,"Hey, Dwight, great idea. Dwight, Dwight, great idea. How'd you come up with that idea?",michael,15
28092,Inspiration.,dwight,1
28093,Really? How did-- how are you inspired?  How did it pop into your head Dwight?,michael,16
28094,[same time as Michael] You never know when it's gonna strike. Just... boom.,dwight,13
28095,Give me the details of how that happened.,michael,8
28096,"You, you are taking about Dwight Schrute. The biggest Wonka fan I know. I mean, you've been talking about that movie for years.",jim,23
28097,What?,michael,1
28098,And you know what? I even made fun of you when you dressed up as Willy Wonka to pitch this idea and for that I apologize.,jim,26
28099,Apology rejected.,dwight,2
28100,"[going up to give Dwight a hug] Thanks for much for helping the company, Dwight.",pam,15
28101,Oh Pam.,dwight,2
28103,Thanks old man.,dwight,3
28105,Yeah.,dwight,1
28107,Sure.,pam,1
28108,David? David?,michael,2
28109,[same time as Michael] 'Cause I've got this idea...,dwight,9
28110,David?,michael,1
28112,Could I be a part of the meeting also?,michael,9
28114,"Yeah, let's face it. This meeting sounds like it's Wonka fans only. He's never seen the movie. [David laughs]",jim,19
28115,Alright.,dwight,1
28117,"OK guys, listen up. Here's the deal. I love candy. Sweet sugary candy from the second it touches my tongue to the moment it's metabolized by my stomach acids, so naturally I liked Willy Wonka.",dwight,35
28120,So I love Willy Wonka. That golden ticket scene is so inspiring to me that that's where I cam up with that idea [Michael comes into conference room].,dwight,28
28121,There is no movie called Willy Wonka. It's called Willy Wonka and the Chocolate Factory.,michael,15
28122,It's actually based on a book called Charlie and the Chocolate Factory.,pam,12
28123,Pam...,dwight,1
28124,I can't... vouch for that. But I do know this. He is a liar. He has taken my idea.,michael,19
28125,That is my idea.,dwight,4
28127,"OK, here's what happened, David. It was all my idea. You called me and you were really angry at me and I got scared, so I had Dwight take the fall, but now, it turns out that it's a great idea and Dwight will not confess. Can you believe that?",michael,50
28129,It is my idea.,dwight,4
28130,Oh how dare you.,michael,4
28131,It is my idea. I'm filled with good ideas. Thousands of good ideas.,dwight,13
28132,"You are? Good ideas, huh? Hey, did you come up with toilet buddy? It's a net, circular net, that you put inside the toilet to catch all of your change and your wallet from falling into the toilet? Formally known as toilet guard?",michael,43
28133,Horse Boat.,dwight,2
28134,Oh please.,michael,2
28135,A canoe built around your horse so you can go from riding to water travel without slowing down. Horse Boat!,dwight,20
28136,Toilet sponge. It's a hollowed out sponge...,michael,7
28137,Oh give me a break.,dwight,5
28138,"...that is more absorbent, and softer than toilet paper. I have a lot of toilet ideas.",michael,16
28139,That's because they're easy!,dwight,4
28140,They're not easy. Everybody has to go to the bathroom.,michael,10
28141,[same time as Michael] Women's urinals... uh...,dwight,7
28143,"Yes, it's Michael's idea that he forced on me on threat of death.",dwight,13
28144,Thank You!,michael,2
28146,"Well David, I will be honest with you. I do want the credit without any of the blame.",michael,18
28148,OK.,pam,1
28150,When they look back on this day in the history books all that will be remembered is that I had a good idea. And that's what I am going to write down in my diary. That is what I want you to write down in yours.,michael,46
28151,Oh I am. In my own words.,dwight,7
28152,I want to see it.,michael,5
28153,No.,dwight,1
28154,I want to see it. [Michael gets up to try to see Dwight's diary],michael,14
28155,"No, Michael.",dwight,2
28156,Give me...  Give me the diary.,michael,7
28157,No! [Michael struggles to take Dwight's diary from his hand],dwight,10
28164,"Well, it's uh, his funeral. So... neh!",andy,7
28165,Ding dong.,dwight,2
28166,Who is it?,jim,3
28167,KGB.,dwight,1
28168,"Alright. I just got out of the shower, I'll be one second.",jim,12
28169,"[in accent] When you are done, open the door. ... Hello in there?",dwight,13
28170,"Yeah, I'm late for work, so I have to brush my teeth, it's a whole routine.",jim,16
28171,We have more houses to visit.,dwight,6
28172,"If you want to come back then, that'll be fine.",jim,10
28173,We will come back at... how is [looks at watch] 4:45?,dwight,11
28174,I get back from work around 6.,jim,7
28175,How about 5:15?,dwight,3
28176,"You can try. That, that might work.",jim,7
28177,"Very well, we will come back at 5:15.",dwight,8
28178,Alright.,jim,1
28179,"Michael, since it is your fifteenth anniversary at the company, I thought it might be appropriate to begin the festivities with a fifteen-minute round of applause.",dwight,26
28180,I like it.,michael,3
28181,Followed by a fifteen minute moment of silence.,dwight,8
28182,[wearing a tuxedo] I don't know. Is it classy enough?,jim,10
28183,"Jim! Enough with the classy, ok?",dwight,6
28184,"I just feel like after fifteen years at this company, bravo by the way, that we should celebrate with a very classy event, a night to remember.",jim,27
28185,"I think you're right. This party has to have all the excitement, drama and intrigue of my time here.",michael,19
28186,"And of course, classy.",jim,4
28187,"And classy, yeah.",michael,3
28188,"Michael, you're just agreeing with him because he's wearing a tux. Don't you see what he's doing here?",dwight,18
28189,"Last week, Dwight sent out a memo about the dress code. So, this is me showing him that I'm taking it very seriously.",jim,23
28190,"Oh, here's one:  a string quartet, playing classy-cal music. [Jim grimaces]",dwight,12
28191,"[watches Jim grimace, copies him] You know, that's good but it's not classy. I-I need something classy like the opening of a car dealership.",michael,24
28192,That's it. Or Mr. Peanut.,jim,5
28193,Yes.,michael,1
28194,Mr. Peanut is not classy.,dwight,5
28195,He is.,michael,2
28196,"He is a regular peanut. He just happens to have a cane, a monocle and a top hat.",dwight,18
28197,That's what makes him classy.,michael,5
28198,"Ok, how about this? An ice sculpture, shaped like you, covered in chocolate-covered strawberries.",dwight,14
28199,"Oh, Dwight, you're trying too hard, and that's just not classy. You see, the thing about classy is it's a state of mind.",jim,23
28200,"Well, I'm sorry, I just don't know what classy is then.",dwight,11
28201,"Ok, well let's just try this one on for size. And I apologize because it's right off the top of my head:  an ice sculpture. Of you. Completely surrounded by a variety of chocolate-covered fruits.",jim,36
28202,Strawberries?,michael,1
28203,That's inspired.,jim,2
28204,"I said that! [storms out, slams door behind him]",dwight,9
28205,Not classy.,pam,2
28206,Not classy at all.,michael,4
28207,De class'.,jim,2
28208,French. Classy.,michael,2
28209,"Hi, can I help you?",pam,5
28211,Sure. Just one second. Please have a seat.,pam,8
28212,[on speakerphone] Yes?,michael,3
28213,"Michael, there's a Charles Miner here to see you.",pam,9
28214,Miner? I hardly know her!... Hello?,michael,6
28215,"Yeah, are you coming out now?",pam,6
28218,"Wow! Hold that thought. I want everybody to go into the break room. I have a little surprise for you. Go ahead. You too. Dwight, would you escort our guest in there? C'mon, here we go, don't be shy, don't be shy, you're one of us . [whispers] Dwight, stall him a little, I have to get the fish.",michael,59
28219,Hey.,jim,1
28220,Yes.,michael,1
28221,Really wish you would have told me the new boss was coming today.,jim,13
28222,"What? No, I didn't want to make everybody nervous.",michael,9
28223,"Nope. I mean, I could have brought a change of clothes, or-",jim,12
28224,"You look dynamite. What are you talking about? Very slick. Ok, get the fish.",michael,14
28225,"Originally founded in 1866, Scranton quickly became one of Pennsylvania's largest anthracite coal-mining communities.",dwight,14
28226,"Surprise, there is nothing in here. The real surprise is in the conference room. Let's go! [swings arm above head for everyone to come, hits doorframe] Oh! God! Ok, come on, come on!",michael,33
28227,"We'll finish it up later, but essentially what we're talking about is...",dwight,12
28228,"Surprise! [unveils bagels sitting on table] As you can see, I turned the bagels from O's into C's, for Charles.",michael,20
28230,Took me all night.,michael,4
28231,This is what you did last night?,pam,7
28235,"Hey, how you doing? Jim Halpert, sales. Just wanted to say, if you need anything, let me know.",jim,18
28237,"I didn't think you'd notice. [laughs nervously] Uh, it's funny actually, there's another salesman out here, Dwight Schrute, and he sent out this memo, as he always does, and, uh, it was about professionalism in the workplace. Of course, he singled me out. So I just had to mess with him.",jim,51
28239,"Oh, you'd understand if you read the memo which I should probably get you, there's probably one in a drawer... uh. It was pretty crazy. But, uh, not more crazy than wearing a tux, at work, I grant you that... so, uh.",jim,42
28241,"Jim Halpert, yep. So, um, just going to let you get back to it... [being pulled away by Pam]",jim,19
28242,He just had to wear his tux today.,pam,8
28243,I thought it'd be funny.,jim,5
28244,Took him 40 minutes to get ready.,pam,7
28245,"All right, let me introduce you to some of the troops. Accounting, front and center. Come on up here. I'd like you to meet somebody. This is the accounting department.",michael,30
28247,"Oh, nerd alert!",michael,3
28249,"This is Oscar Martinez. He is Latino. And he just got out of a long-term relationship with a man, Gil, who broke his heart. But he didn't bring any of that into work, it did not affect his job performance whatsoever and I am very proud of him for that.",michael,50
28251,"This little hell-raiser is Angela. She has slept with a bunch of different guys in the office. One over there, in the orange [points to Andy]",michael,26
28252,Hey-o!,andy,1
28253,There you go! Where's the other?,michael,6
28255,"Well, perfect, because we have now arrived at Kevin and he has no sexual history.",michael,15
28258,"Good. Good, good, good. Everyone, please give it up for Charles Miner. [claps]",michael,13
28260,Oh! Well...,michael,2
28262,Above and beyond.,michael,3
28264,That's true.,michael,2
28267,No. Absolutely not.,michael,3
28271,"Well, due to the economy, there is a lot of worry going around. I didn't want to worry people.",michael,19
28273,"Well, why don't-",michael,3
28275,Charles is going to tell you.,michael,6
28278,"Well, it's not official.",michael,4
28280,"Such as salary, benefits, etc, etc. Insurance.",michael,7
28282,Well-,michael,1
28283,What about your party?,dwight,4
28284,"Ok, ok, you know what? I think this has been great. I think this gives us a lot to think about, doesn't it? Charles Miner, ladies and gentlemen. [starts round of applause] He has a long trip home. Thank you for coming in. We have to get back to work.",michael,50
28286,"Oh no, no, no. You don't have to do that. I've got this covered. This was just a meet-and-greet.",michael,19
28288,I am thrilled that the new boss has taken such an active interest in all of the responsibilities that I'm supposed to have. Thrilled.,michael,24
28289,"[on speakerphone] David, it was my understanding that I was not going to be managed.",michael,15
28291,It was my understanding.,michael,4
28293,"Listen, why don't we just leave that position vacant? Truth be told, I think I thrive under a lack of accountability.",michael,21
28295,But the branch is still mine?,michael,6
28297,Ask him about the party.,dwight,5
28298,"Oh, right. David, are you coming to my fifteenth anniversary party?",michael,11
28300,No the other thing.,dwight,4
28301,"Oh, ok. If we hire Cirque de Soleil as salaried employees, will that help us with year-end tax stuff? [several seconds of silence]",michael,23
28302,He hung up?,dwight,3
28304,"I just got off the horn with David Wallace, and he said that you and I should try to get to know each other better. And I agree, so what I would like you to do is tell me something that you've never told anybody before.",michael,46
28306,Come on. What's your wife's name? Where did you work before you came here?,michael,14
28308,"Beautiful. See, African-Americans have such a rich history of unusual names.",michael,11
28310,You're not from paper?,michael,4
28312,Does David know this?,michael,4
28314,"Well that, actually, is an excellent segue into really what is my only point-",michael,14
28316,"And that- I-I don't need to be managed, Charles. And if you want pick up some tips, observing here, and take them to the other branches, it's all good. But Jan would mostly come by when she was super horny, and Ryan would come by to visit his parents and do laundry, so... Are we clear?",michael,56
28318,"Ok, alright, well I'll just bounce that off David, see what comes back.",michael,13
28320,Whatever David wants.,michael,3
28322,"[on phone] Michael Scott calling for David. Well, just tell him to call me ASAP as possible. Thanks.",michael,18
28323,"Oh, Michael, come on, no. You have to charm 'em. [calls back on speakerphone]",dwight,14
28325,"Hey there, gorgeous. How you doing today?",dwight,7
28327,How's it hanging?,dwight,3
28329,"Good. Listen, my name is, uh, Michael... Scotch. And, uh, I just wanted to say that, uh, I've got David Wallace's son in the trunk of my car. If he doesn't get on this phone in 5 seconds-",dwight,38
28330,"No! You idiot! [hangs up] Idiot, idiot, idiot! What are you doing? God! Oh my god.  [redials]",michael,18
28332,"Hi Stephanie, it's Michael Scott again. I just spoke with Michael Scotch and the son's going to be returned, everything's fine.",michael,21
28334,And I really really need to talk to David.,michael,9
28337,"I was never given a name. [hangs up, he and Dwight sigh in relief]",michael,14
28338,"[to delivery men] Uh, hi, can I help you? I don't think anyone here-",pam,14
28341,Are you kidding me with this? On the day that I bring in breakfast?,michael,14
28343,"I wish you had told us sooner, because I was going to go to the vending machine and get an egg salad.",michael,22
28347,Nobody thanked me.,michael,3
28348,"Thanks, Charles.",jim,2
28349,"For breakfast. Except Charles. You say no more parties, and then you spend all of this money on lunch, I think it's a little hypercritical.",michael,25
28351,"[on phone] Damn it, Stephanie, put me through to him. Is that him in the background? David? David! David, pick up the phone!",michael,23
28355,Yep.,michael,1
28357,"Do some overtime? You want to do some overtime this weekend? You know what, Kevin, I applaud your initiative. Yes. You may.",michael,22
28361,"Kevin? This is my branch. You don't ask Charles. You ask me. I say, approved.",michael,15
28363,Yes it is!,michael,3
28365,"No, it is not.",michael,4
28367,"Ok, so we're on the same page, great.",michael,8
28369,"Ok, Michael, what are you doing?",michael,6
28371,"No, seriously.",michael,2
28373,How old are you?,michael,4
28374,Oh no.,pam,2
28375,"I can tell Michael's mood by which comedy routine he chooses to do, the more infantile, the more upset he is. And he just skipped the Ace Ventura talking butt thing. He never skips it. This is bad.",pam,38
28377,Five years old?,michael,3
28378,"Duuudes, stop.",andy,2
28381,I'm gonna walk away.,michael,4
28382,Stop doing that!,andy,3
28383,"I'm kidding around, wow! Relax, everybody, it's just a joke. It's fine. Boy, so touchy. PPC, let's continue our morning meeting in the conference room.",michael,25
28384,"And then, out of that cake, pops another stripper holding a smaller cake. And then an even smaller stripper pops out of that one.",pam,24
28385,What is that smaller stripper holding?,michael,6
28386,Cupcake. It's cupcakes and strippers all the way down.,pam,9
28387,Ok.,michael,1
28391,"Party Planning Committee. Not your concern, Charles.",michael,7
28393,Really? Well then how would we come up with great ideas like Jim's? Go ahead.,michael,15
28394,"No, I would like to get back to work, actually, please.",jim,11
28396,You pet the animals and they pet you back.,jim,9
28397,It's a great idea. And we have a cake in the shape of a bale of hay.,michael,17
28398,It's really just a regular shaped cake.,pam,7
28399,"But it's cool, and it's-",michael,5
28401,"Whoa. You're talking about my anniversary party, so. . .",michael,10
28403,"Yeah, why don't you do that?",michael,6
28405,"Yeah, here we go. Ok.",michael,5
28407,What?,michael,1
28409,Newsflash:  I've been here for fifteen years. Headline:  You have been here one day. End of story. You have no right to cancel my fifteenth anniversary party. End of story. End of story. End of story!,michael,38
28413,Hey.,jim,1
28415,"Alright, Charles, I've gotta be honest. I think we really got off on the wrong foot here. And, truth be told, I'm a pretty smart guy, and, uh, a hard-worker.  And a great number two for the office.",jim,39
28417,Second-in-command to Michael.,jim,3
28419,"Oh, that's because at first it was a made up position for Dwight, just to make him feel better, assistant to the regional manager. But then he lost that, and Michael gave it to me.",jim,35
28421,"Assistant regional manager, yeah.",jim,4
28423,"No, not exactly.",jim,3
28425,"Alright, I will, um, I'm just gonna let you get back to that.",jim,13
28427,Yep. [shuts door behind him],jim,5
28428,"Hello, Stephanie. Ok, where is he? [looks into empty office]",michael,10
28430,[points to bathroom door] So is this the meeting you've been in all day?,michael,14
28432,I drove.,michael,2
28434,"Cancelled my fifteenth anniversary party. Just pulled the rug out from under me. And he said no figs. I've already bought em. And I don't have a place to store them. So, I feel like I've been sort of boned.",michael,40
28436,"Do you talk to him about this? You've talked to him all day, obviously. Did you talk to him about this?",michael,21
28438,"Ok. Then I don't get it. It doesn't make any sense to me. Because I thought in the new system I was supposed to talk to Charles, and then Charles was supposed to talk to you, and that would dilute any need for me to ever talk to you again.",michael,50
28440,Clearly that's what you wanted.,michael,5
28442,Fifteen years I have been here. And I have sacrificed a lot.,michael,12
28444,I've put having a family on hold.,michael,7
28446,And I've never gone hang-gliding.  And I've never driven my car to the top of Mount Washington.,michael,18
28448,Cool.,andy,1
28449,Excellent.,dwight,1
28451,See ya. See ya. [Charles leaves] Bye!,jim,7
28452,"And for my next trick, I will make my career disappear.",jim,11
28462,"I don't understand that after fifteen years of service here, I have to get in the car and drive to New York in order to talk to you.  That doesn't seem right to me. That doesn't seem fair. And I think that I've earned more than that.",michael,48
28464,Ok.,michael,1
28466,[gets up to shake David's hand] I quit.,michael,8
28468,You have no idea how high I can fly.,michael,9
28469,"I'm telling you, when corporate sends somebody, it is big trouble, or, really good news. And then sometimes it means business as usual.",andy,23
28472,Why are you asking him? I just told you why he's here.,andy,12
28476,"I had no idea when I got in that car and headed to New York I was going to quit.  I got on that ramp and I thought two hours, two hours to go.  Feeling good.  Listen to some tunes.  Should've peed before I left.",michael,49
28478,"Okay, so.  I get up to the building, I get to the revolving door... broken!  So I have to take the normal door.",michael,25
28480,"No, No! I was so nervous it was the wrong building! I walked into the wrong building!",michael,17
28482,He finally has a story everyone wants to hear... and he knows it.,pam,13
28483,"Okay focus. Focus.  You're in the right building, you're with the right people; what happened?",pam,16
28484,I looked at Wallace and I said 'I quit!' and as I turned to leave I looked back and I said 'You have no idea how high I can fly.',michael,30
28486,Why would I do that?,michael,5
28490,You guys have thought about this a lot more than I have. I just winged it.,michael,16
28492,"[Michael has a 'sticky-hand' toy and snags a paper off Jim's desk and then laughs] About a week ago, Michael gave his 2-week notice. And, surprisingly there is a very big difference between Michael trying and Michael not trying.",jim,39
28494,"Scotch with Splenda. Tastes like Splenda, gets you drunk like scotch. [in Oscar's ear] Clinky, clinky-clink.  Come-on... come on, come on.",michael,22
28495,"[slightly drunk] What am I gonna do? I'll tell ya what I'm gonna do. I gonna do a little bit of this, a little bit of that.  I gonna stay up all day.  Gonna sleep it up all night. I'm gonna give it a OHH! HEY! HO!  And I'm going to stop worrying about calories.",michael,58
28497,I have a job.,michael,4
28498,For four more days.,andy,4
28499,Do you have any leads on a job?,pam,8
28500,"Pam, what you don't understand is that at my level you just don't look in the want-ads for a job.  You are head-hunted.",michael,24
28501,You called any headhunters?,jim,4
28502,Any good headhunter knows I am available.,michael,7
28503,"Any really good headhunter would storm your village at sunset with overwhelming force and cut off your head with a ceremonial knife,",dwight,22
28504,"Right, cause that's what we are talking about.",jim,8
28506,You're 'I need you to' is my command.,michael,8
28508,Hey Michael...,andy,2
28509,Hey.,michael,1
28510,Can I talk to you a minute?,andy,7
28511,You can talk to me for as long as you want. I have all the time in the world. [eats some spaghetti] Oh God! Blech! Phyllis!,michael,26
28512,I just wanted to tell you that... Oh What?  [takes a present out from behind his back]  What's that?,andy,21
28513,Oh! Hey. What is this about?,michael,6
28514,"Um, you know, cause your leaving and so, it's a farewell...",andy,11
28515,Oh.,michael,1
28516,I hope I get to work with you someday again.,andy,10
28517,"Me too, me too. Is this wine?",michael,7
28518,Ah... busted. Yes,andy,3
28519,I already have wine.,michael,4
28520,Oh.,andy,1
28522,Hi.,pam,1
28524,"Uh, yes.  Please have a seat. It'll be a few minutes.",pam,12
28526,Hmm?,michael,1
28528,For?,michael,1
28530,Yes I am.,michael,3
28532,Where you from?,michael,3
28534,That's a drive!,michael,3
28536,[sighs],michael,1
28538,Hmm?,pam,1
28540,I'm working on it Kev.,pam,5
28542,It'll be ready soon.,pam,4
28544,Is that what 'soon' means to you?,pam,7
28546,Then come back soon.,pam,4
28547,"During the course of business, a copier goes though something called 'Normal wear and tear.'",pam,15
28552,"Yesterday, they delivered the new one. But they didn't set it up. So my day just got a little more interesting. [holds up a huge manual]",pam,26
28553,[overhears loud monster noises] Its Monster dot com.  Singular.,jim,10
28554,Thank you. [groaning ceases],michael,4
28555,"You work in paper long enough, you get to know the players. [dials phone]",michael,14
28557,[sighs] What am I gong to do?  Uh... [chuckles].,michael,10
28558,PSST! PSST!,michael,2
28559,Yeah... .you want me to come in your office?  Oh.,jim,11
28560,"Okay, oh okay, okay.  Close your eyes.",michael,8
28561,I would prefer not to.,jim,5
28562,Just close your eyes. I'm going to start my own paper company.,michael,12
28563,You're starting your own paper company?,jim,6
28564,yeah!,michael,1
28565,Why?,jim,1
28566,Can you believe... cause I know paper.  I know everything there is to know about paper.,michael,17
28567,Do you know the industry is in decline?,jim,8
28568,Yeah! Oh God. I practically invented decline.,michael,7
28569,Right.,jim,1
28570,"Right, I know paper, I know how to manage. I have a name, close your eyes.",michael,16
28571,"No, I did that before, it added nothing.",jim,8
28572,Close them.,michael,2
28573,Okay. [keeps eyes open],jim,4
28574,"Alright, Michael Scott Paper Company. You want in? Do you want to be a part of this?",michael,17
28575,I am not gonna do this.,jim,6
28576,Obviously.,michael,1
28577,"And you are not going to, either.",jim,7
28578,"Oh, agreed, mmm, except...",michael,4
28579,"Here's the thing.  What I wish for you is that you land a job at a company that A, exists, and B, has a salary.  Because they're set up to do that kind of thing.",jim,37
28580,Hey hey... what's up Chuck?,michael,5
28582,Hey.,jim,1
28584,"Nothing, just talking.",jim,3
28586,I didn't... no.,jim,3
28588,No I'm staying.,michael,3
28590,[examining the copier manual] Do you want me to translate the German instructions for you?,dwight,15
28591,"No, I'm sure they're pretty much the same as the English instructions.",pam,12
28592,Typical American ignorance that got us involved in a war we never should have been in.  World War II.,dwight,20
28593,"That's a really... well fine,  Do the German instructions say what this is supposed to do?",pam,17
28594,"Deutsch... let me see here.  That is either an incense dispenser, or a ceremonial sarcophagus.",dwight,16
28595,Hmm...,pam,1
28596,My German is pre-industrial and mostly religious.,dwight,7
28597,"Pam, listen.  This order form.  Instead of saying 'Dunder Mifflin' at the top is there any way I could get it to say something else?",michael,27
28598,Like Michael Scott Paper Company?,pam,5
28599,You... oh.  Somebody has been talking in bed.  Pillow talk.,michael,12
28600,Hmm... yeah.  Listen Michael.  Have you really thought this through?  'Cause it's a pretty big risk.,pam,19
