id	label	alpha	text
12539	3	a	you're gonna be okay , it's gonna . . . 
12540	1	a	ohhh , man ! there it goes . 
12541	3	a	ahh , ooh ! 
12542	1	a	i am so sorry . i'm so sorry , sir . 
12543	3	a	 come on , come on . 
12544	1	a	that'll come out of the upholstery . oh , man . he threw up in the back of the taxi . 
12545	3	a	here we go , let's sit down . 
12546	1	a	it's dehydration . he went to the bathroom at the club like fifteen times . 
12547	3	a	all right , shhh . dwight , leave him alone . 
12548	3	a	you had a rough night tonight . but your life is very good , my friend . you've got a great job , you . . . you can have any woman you want , you're good looking , you , you know . . . 
12549	1	a	friends with a hobbit . 
12550	3	a	frien . . sss . . . yes , you're friends with a hobbit , and . . . look where you live . i mean , you've got it all . 
12551	3	a	no , i mean this apartment building , it's fantastic . 
12552	3	a	well , now i can say that i went to a museum . 
12553	4	a	that's the other boleyn girl . 
12554	4	a	shh . 
12555	2	a	will do . i'll stop calling . 
12556	2	a	no , that was his wife , so he's on his way . 
12557	2	a	well , he'll be here really soon , kev . 
12558	2	a	let's be honest , it's not totally my fault . shared responsibility . 
12559	4	a	mmm ? 
12560	2	a	oh , i just mean if you , if you didn't lock the door , then we could be upstairs where it's warmer . 
12561	4	a	i'm supposed to turn the lock when i leave , it's part of my job . 
12562	2	a	is that . . . i didn't know that was your . . . okay , so we're in agreement , this is not ideal . . . situation . 
12563	3	a	ryan ? 
12564	3	a	do you ever miss us ? 
12565	3	a	ryan ? 
12566	3	a	do you remember what color my eyes are ? 
12567	1	a	hazel . they're hazel . 
12568	3	a	dwight , i asked him . 
12569	3	a	really ? 
12570	3	a	not just because he said it ? 
12571	3	a	ryan ? 
12572	3	a	everybody ! everybody ! listen up , i need your ideas , now ! ideas please , right now ! go ! go ! come on ! 
12573	4	a	michael we don't know what you're talking about . . . 
12574	3	a	wet cement , outside . it's drying fast , come on . this is a lifelong dream . what do i write ? what do i write ? 
12575	3	a	m . g . s . ? no . some idiot named mark greg sputnik will claim credit for it . i don't . . . 
12576	2	a	yeah that's true . 
12577	3	a	once in a lifetime opportunity people ! come on , here we go ! 
12578	3	a	here we go ! 
12579	3	a	let's , yes ? 
12580	3	a	okay . . . okay , do it ! go on ! great ! let's hear it ! 
12581	3	a	it's drying , it's drying . . . 
12582	3	a	alright , hablbelah , come on , phyl ! 
12583	3	a	ahh come on ! 
12584	0	a	here it is , you should draw a picture . . . 
12585	3	a	no ! 
12586	0	a	cause that says , that says . . . 
12587	3	a	no ! 
12588	0	a	so much more than words . . . 
12589	3	a	no ! ! come on , gimme something good ! 
12590	3	a	pam , translate . 
12591	4	a	she's talking about the handprints that celebrities make in the cement . 
12592	3	a	i love it ! 
12593	2	a	if you were a real star you would put your face in it . 
12594	3	a	i love it more ! 
12595	3	a	i . . . love it ! ! haha , come on ! 
12596	1	a	come on ! 
12597	2	a	we are here today , not to immortalize a man , but an idea . . . maybe the idea of a man . 
12598	3	a	 hurry , please . 
12599	2	a	greatness is only skin deep , some people say . . . 
12600	1	a	can you breathe ? 
12601	2	a	well that's not true . other people believe it's deeper inside . . . 
12602	1	a	hold your breath . 
12603	2	a	and in this case . . . 
12604	1	a	ready ? 
12605	2	a	that's also not true . 
12606	1	a	and . . . go . force it in as deep as you can . 
12607	3	a	 that's what she said . 
12608	3	a	today is a very special day for me . and it's really not about me , it's about my grandkids , it's about my great grandkids . . . i can come back here when i'm 100 , and i can find that piece of cement and say , 'that's me . look kids , your daddy left that face hole . . . ' i dunno , it's a good feeling . 
12609	0	a	 okay , adjective . . . 
12610	0	a	good one . okay , you ready ? 
12611	0	a	 the tall man entered the nice building to visit a very nice man . 'sit down , mr . smith , can i interest you in any good . . . cat food ? '
12612	0	a	what about a cat eating man food ? 
12613	1	a	andy and angela seem very happy . . . i hope nothing horrible ever happens to them . 
12614	4	a	 um . . . yeah , i slept over at a , uh , friend's house and , i forgot my contact solution , so . . . i had to wear my backup glasses . . . shut up . 
12615	3	a	all right , everybody . . . oh my god , pam , those make you look so ugly . um , pam , in order to get hotter , you take the glasses off . you're moving in the wrong direction . . . 
12616	4	a	i don't have my contacts . . . 
12617	3	a	ub , dub dah , don't need , i can't even hear you . it's just noise coming out of an ugly scientist . um , everybody , we're going to have a little brainstorming session in the conference room . 
12618	3	a	ener-gize . . . 
12619	2	a	you know what would energize me ? if you , pamela morgan beesly . . . 
12620	4	a	don't , don't--
12621	2	a	would . . . 
12622	4	a	if you propose to me during a michael meeting , i will say no . 
12623	2	a	well , it's too late , because i'm proposing . . . that you get me a cup of coffee , which would energize me greatly , and make me the happiest man in the world . 
12624	3	a	everybody , so how are we going to energize our office ? i mean , i haven't done anything since christmas . pam , clearly , has just given up trying . so what we need to do is we get things going , we need to get percolating a little bit . anybody have any ideas of what we could do . any suggestions ? yes , andy ? 
12625	0	a	what if we changed our outgoing answering machine message , so it just had a little more . . . zing , and a little more pep ? 
12626	3	a	zing and pep , see that's those are the kind of words we're looking for . yes , jim ? 
12627	2	a	what about if we did an even newer voicemail message that had even more zing and pep ? 
12628	3	a	now we're cooking . i like this . maybe a whole theme , like a rap . a rap rhyme . . . 
12629	2	a	an urban thing . . . 
12630	3	a	an urban , yeah , stanley ? you wanna help us out with that ? . . . stanley , earth to stanley . . . 
12631	3	a	yes you . come on , stanley , put your little game down and join the group . 
12632	3	a	stanley , we're havin a little . . . 
12633	3	a	we're havin a little brainstorm session . . . 
12634	3	a	 . . . good , this is good . i'm going to grab a glass of water . 
12635	3	a	ugh , what ? 
12636	3	a	what are you blabbering about ? nothing happened . 
12637	3	a	that ? in the conference room ? 
12638	3	a	we were joshin around , the two of us , and he said 'did i stutter , ' and i said 'wha-wha-wha-wha-what , dawg ? ' it was joking , toby , alright ? 
12639	3	a	well you don't get it , because stanley is a beautiful , sassy , powerful black man , and you're . . . you . if you had any friends , you would understand . friends joke with one another: 'hey um , you're poor . ' 'well hey , you're mama's dead . ' that's what friends do . it's . . . you're so white . 
12640	3	a	mmhmm . 
12641	3	a	okay , i will . . . i'm not feeling very well right now though . my stomach hurts , so i may be going home early today , but . . . 
12642	3	a	well sometimes my stomach hurts when you come into my office , so it's probably psychological . 
12643	0	a	you meet a lot of ladies driving an xterra , because you pull up to a stoplight , and look over and there's an xterra next to you . they're always driven by chicks , so there's your icebreaker . 
12644	1	a	 unh ! scratch . 
12645	0	a	that's a racing stripe . 
12646	1	a	uh , bumper's sagging . 
12647	0	a	mmm , i doubt that very much . 
12648	1	a	this car's crap . i will buy it for next to nothing . 
12649	0	a	how next to ? 
12650	1	a	well , here are your options: you can sell it for parts , drive it off a cliff . . . you can donate it to a person that you'd like to see die in a car crash , or , you can sell it to me , and i'll use it as i would a wagon on my farm . it will be towed by a donkey . 
12651	0	a	i have to pick one of those ? 
12652	1	a	yes . 
12653	0	a	can you go over those options again ? 
12654	1	a	you know what ? you knock $1500 of the price right now , and i will take it off your hands . it's gotta be now . 
12655	0	a	well i have the , the blue book value . . . 
12656	1	a	seal the deal . let's do it . let's do this thing . three , two , one--
12657	0	a	can i think about it ? 
12658	1	a	five , four , three , two . . . 
12659	0	a	let me think about it--
12660	1	a	now . now . now . 
12661	0	a	let me think about it--
12662	1	a	say it . do it . now . 
12663	0	a	i'm thinking about it--
12664	1	a	do it now . 
12665	0	a	thinking--
12666	1	a	do it . shake my hand . you will sell me this car . shake my hand . 
12667	0	a	yeah . all right ! 
12668	3	a	i , uh , see that you . . . gave me that form that i asked you to give me , stanley the manly , so thank you for that . i guess we are back to normal . 
12669	3	a	well , you know , uh , the thing that you said earlier , that you didn't mean , um , and that i forgive you for . the whole thing's silly , isn't it ? friends don't need to apologize to friends as far as i'm concerned , so we are cool . 
12670	1	a	jim is in charge of stanley only in sales-related matters , hence the green line--green for money-sales , get it ? 
12671	3	a	uh huh . . . 
12672	1	a	there is this yellow zigzag that does give ryan the authority to discipline stanley . . . 
12673	3	a	great
12674	1	a	however , in so doing , it zigs past your name , hence zagging you and making you appear weak . thus the yellow color . yellow for cowardly . 
12675	3	a	what's the pink ? 
12676	1	a	menstrual cycles . 
12677	3	a	ok . . . is there anybody up here , anybody at all , that can deal with this ? 
12678	1	a	you . 
12679	3	a	other than me . 
12680	1	a	well , there is the emergency disaster mode for the org chart . this gives me full authority over every single person in the office . 
12681	3	a	i never said you could do that . 
12682	1	a	all you have to do it say it . 
12683	3	a	i . . . 
12684	1	a	just say it . 
12685	3	a	okay , i will think about it . 
12686	1	a	say it . just do it . don't think , say it . do it . five , four , three , two . . . do it . give me control . michael . . . i promise to give authority back to you when this crisis is over . do it , michael . do it . hey , this office needs a strong man . say it . 
12687	3	a	no . 
12688	1	a	so . . . all right , well , you're gonna have to deal with this yourself . 
12689	4	a	oh , thanks . 
12690	4	a	oh , okay . . . 
12691	4	a	i should probably get back to . . . 
12692	4	a	entering the . . . . 
12693	4	a	no . dunder mifflin , this is pam . okay , go ahead . 
12694	3	a	hey . 
12695	3	a	darryl , have you ever been in a gang ? 
12696	3	a	it's an advice question , and if you don't wanna talk about it , i completely understand . it's , um . . . 
12697	3	a	i know , it's very , very personal . . . 
12698	3	a	i knew it . okay , who we talking about here ? crips ? bloods ? 
12699	3	a	god . 
12700	3	a	okay . 
12701	3	a	okay , so dig this: you're on the street , and one of your gang disses you . 
12702	3	a	yeah , right , so what do you do to get them to make it right ? 
12703	3	a	what is that ? 
12704	3	a	really ? 
12705	3	a	i would've never thought that gangs would be tickling each other . 
12706	2	a	oh boy . . . 
12707	2	a	on a wing and a prayer , mostly . 
12708	2	a	a formal warning . . . 
12709	2	a	 i'm sorry , is , is this because i talked to wallace about your website ? because i really didn't mean to go over your head . 
12710	2	a	i'm sorry , then do you mind explaining a little better ? cause i'm not sure what's really . . . 
12711	4	a	hey , what happened ? what did ryan want ? 
12712	2	a	oh we were just . . . talking about , bureaucratic stuff . . . 
12713	4	a	because you're very important ? 
12714	2	a	yeah . . . 
12715	1	a	 rocka doopa deepa do pow ! shacka do do ! oh ! what's dwight up to ? oh probably nothing . racka do do dee do-do do-do ! sha-ka ! 
12716	0	a	what the hell is this all about ? you're flipping my car for profit . 
12717	1	a	it's my car now . 
12718	0	a	i gave you a deal . . . based on what you said to me . 
12719	1	a	yeah , well . . . seller beware . now if you'll excuse me , i've got to monitor a three-way bidding war for my car on ebay . 
12720	1	a	i've got a madlib for you: a stupid , idiotic , numbskull named andy bernard sold his xterra to a smart and capable man named dwight . this is shaping up to be an awesome day for dwight . 
12721	3	a	okay , everybody , shh ! so , earlier today , stanley sassed me , and toby gave me some suggestions on how to discipline him . they did not work , obviously , because they were stupid , so i am now going to fake fire him . 
12722	4	a	what does that mean ? 
12723	3	a	it's like a mock execution . 
12724	2	a	that's not a good idea . 
12725	3	a	yes it is a good idea . it's the only possible solution i have left . 
12726	3	a	no , okay . . . i've had enough of you . 
12727	3	a	because i want you to behave as if i'm actually firing him , oscar , okay ? 
12728	3	a	stanley hudson , you are fired . 
12729	3	a	i am serious , we are all serious . you are fired like a heart attack . 
12730	3	a	hmm . 
12731	3	a	alright alright , okay , you know what ? now you know how i feel . this was a fake firing . lesson learned . good work , everybody . very nice . 
12732	3	a	that's it . and uh . . . do you have anything to say to me ? 
12733	3	a	okay . . . 
12734	3	a	yes . 
12735	3	a	that's not-
12736	3	a	all right , all right . . . 
12737	3	a	okay . 
12738	3	a	hey , stop it ! okay , everybody out . 
12739	2	a	who ? 
12740	3	a	everybody , except stanley . 
12741	2	a	let's go . 
12742	4	a	i can't find my glasses . 
12743	2	a	okay , you know what ? why don't you take my hand , and leave them , and let's get out of here . 
12744	4	a	okay , okay . 
12745	3	a	 i don't understand why you keep picking on me . 
12746	3	a	you just , do , and i don't know why , so . . . please help me understand . 
12747	3	a	well stanley , maybe you're feeling that you don't respect me because you don't know me very well . 
12748	3	a	all right , you don't respect me . i accept that . but listen to me , you can't talk to me that way in this office , you just can't . i am your boss . can't allow it . 
12749	3	a	so i'm thinking , as a reward for our loyal clients , that we contact their assistants , and we find out where they live . and then , we go to their houses , in the middle of the summer , and go caroling . it is a summer christmas sale-abration . and we call it , a summer sales-a-lot . feedback ? anybody ? stanley ? 
12750	3	a	dammit , phyllis . alright , everybody out except phyllis . 
12751	3	a	you know , i don't care what he did to me . he's mean to other people , that's what gets me . he's just . . . 
12752	2	a	who else is he mean to ? 
12753	3	a	everybody . he just , he's always , he's always talking about people behind their backs to me . 
12754	4	a	what kind of stuff does stanley say ? 
12755	3	a	like that people are stupid , and that they're idiots , and that they're sluts . 
12756	3	a	because he's mean . he's , he's like a really mean-spirited guy . he talks about how gay oscar is . . . 
12757	2	a	mm-hmm . 
12758	3	a	and that angela's a midget , and that your chin is too big . 
12759	2	a	hey . 
12760	3	a	i know , i know . i think it's tiny . i think it's too small if anything . and that your glasses make you look ugly . 
12761	2	a	she's never worn these glasses before . 
12762	3	a	well , he's just mean . 
12763	4	a	michael , i think that what stanley did to you was rude . maybe you should just get him aside and tell him that he was behaving badly . 
12764	3	a	it's complicated , pam . i mean , the world looks a lot easier from behind your reception desk . 
12765	2	a	well , i actually agree with her , i think you should talk to him . and you also might want to explain to andy that no one wants to help him decide whether or not he has a rash . 
12766	3	a	okay . 
12767	3	a	i put stanley on a pedestal , for a long time . but sometimes he can just be a big , fat jerk . i . . . jerks don't deserve to be on pedestals . jerks should be placed up somewhere where everybody can see how jerky they are . big marble . . . jerk stand . 
12768	3	a	pam , stand up . 
12769	4	a	hi everyone . my name is pam , and i wear glasses . 
12770	3	a	pretty disgusting . 
12771	4	a	thanks , phyllis . yours , too . 
12772	4	a	really ? 
12773	4	a	huh . maybe i will . 
12774	4	a	hi , can i help you ? 
12775	4	a	 ryan ! 
12776	4	a	yeah . 
12777	4	a	okay . 
12778	4	a	i've heard that . 
12779	4	a	okay . 
12780	4	a	yeah , if i could have seen what he just did , i think i would have gotten angry . 
12781	2	a	a formal warning , seriously ? 
12782	2	a	and no one cared . 
12783	2	a	productivity ? my numbers are good . 
12784	3	a	hey . ready ? come on , show me excited ! 
12785	3	a	yeah , i'm pretty excited too . 
12786	3	a	today i'm heading over to the job fair at valley view high school , to find some new interns . want to get some fresh blood . um , euthanize this place . 
12787	3	a	yup . 
12788	3	a	why are you dressed like that ? 
12789	3	a	like you're applying for a loan . 
12790	1	a	maybe he's going to church . or court . 
12791	4	a	 i think you look nice . 
12792	3	a	let's go ! 
12793	2	a	mr . maguire , it's been a couple of years . 
12794	0	a	oh no ! no , no-no-no-no ! my grandfather would be spinning in his urn , if he knew that i was out here with a dartmouth boy . you take that shirt off right now or i will take it off for you , sir . i am . . . totally and completely kidding ! andrew bernard , cornell '95 . 
12795	0	a	oop , got some blisties . 
12796	0	a	hit about 1200 balls last night , in preparation for today , so hands are a little tender . it's actually not funny at all . it's incredibly painful . 
12797	2	a	great ! 
12798	4	a	so many memories in this old gym . pretending i have pms so i didn't have to play volleyball , pretending i have pms so i didn't have to play basketball . those were the days ! 
12799	3	a	 a little over the top , don't you think ? 
12800	4	a	 um , that's all we brought . 
12801	3	a	this is all we need . 
12802	3	a	yes we will see oscar , we will see , because a blank sheet of paper equals endless possibilities ! conceptual ! all right ! we . are . open for business ! hello ! 
12803	0	a	 giddy up , let's do this . 
12804	0	a	people assume i'm great at golf . but like everybody , i hated golf lessons when i was a kid . so , i used to hang out at the sailing club instead . got my 'knot' on . 
12805	0	a	 dammit ! 
12806	1	a	i will tell on you . 
12807	4	a	there's some filing , restocking the supply shelves . replacing the water jug , which nobody likes to do . um , we . . . uh , eat a lot of cake ! 
12808	4	a	 yeah , and uh , you basically learn how an office runs . 
12809	3	a	hello . hi . can i talk to you for a sec ? excuse me . 
12810	4	a	this is michael , my boss . justin . 
12811	3	a	hey , uh , remember what we talked about , in the car on the way up , 'only the best and the brightest . '
12812	4	a	he's nice and he seems interested . 
12813	3	a	he's totally wrong , pam . hey . 
12814	3	a	how you doing ? listen , i don't think that a handsome , funny , smart , funny-looking kid like you , should limit himself . you could do whatever you want to do . you could be a classy janitor , or a cashier with dignity , or a . . . migraine worker . maybe for you , paper should be more of a hobby . 
12815	3	a	oh , no problem . and he signed ! he put his name on the piece of - okay , that was supposed to be a blank canvas on which to put their hopes and dreams . and he just , made it into a stupid piece of paper . we need another one , immediately . 
12816	4	a	i only brought the one . 
12817	3	a	are you mental ? 
12818	4	a	michael , do you remember , you specifically told me to only bring one sheet of paper ? you said it only takes one sheet to make a difference . and i said , 'are you sure michael ? ' and you said 'pam ! pam ! pam ! ' and then you sneezed in my tea , and then you said , 'don't worry , it's just allergies . ' do you remember that ? 
12819	3	a	i . . . don't . 
12820	4	a	okay . i'll go look for another one . 
12821	3	a	and that . is why . i need a smart intern . 
12822	2	a	hey , so how's the direct mail business going ? 
12823	2	a	now are you getting all your paper from ppc ? or-
12824	2	a	absolutely , will do . 
12825	2	a	so i guess i'll just . . . work on my short game . 
12826	3	a	 hello there . 
12827	3	a	well it's funny that you should ask , because it's really more than a company . . . 
12828	3	a	dammit , oscar ! 
12829	3	a	yeah , i'm trying to lure these kids into my booth , but uh , kids are very wary about being 'lured' these days . thank you dateline ! 
12830	1	a	thank you . 
12831	4	a	my old art room . oh , maybe it's still here ! no . no they must have taken it down . never mind . 
12832	3	a	 what do you want ? 
12833	1	a	michael , i know you're swamped . i just thought you should know that everyone in the office has left , except for angela and i . do not worry though , i have taken down their names , and i have docked them a personal day . 
12834	3	a	who cares ? i'm not there , jim's not there , why should they have to be there ? 
12835	1	a	so . . . what else is up ? mich-
12836	3	a	thank you ! what , what is this ? 
12837	4	a	a piece of paper . 
12838	3	a	this isn't dunder mifflin paper . some sort of pendleton crap . 
12839	4	a	well i think they'll get the spirit of it . 
12840	3	a	pam-pam-pam-pam-pampampampam ! we're dying here . i want you to go back to the office and i want you to get the real stuff . i want you to get ultra white card stock . 
12841	4	a	are you serious ? 
12842	3	a	yes . and don't call me shirley . 
12843	4	a	okay . 
12844	2	a	you know , you can just pick it up , take the triple bogey . 
12845	2	a	yep . 
12846	0	a	 ah ! come on , tuna ! 
12847	2	a	hey , can't really talk now , what's up ? 
12848	4	a	just checking in , how's it going ? 
12849	2	a	uh , you know , we'll see , we'll see . 
12850	4	a	i just drove twenty miles round-trip back to the office to get michael a single sheet of white paper . so , i could have just had them fax it to me , i guess . 
12851	2	a	oh , i like you . 
12852	4	a	talk to you later ? 
12853	2	a	yeah . all right . bye . all right . sorry , i got to annoy you one more time . what if i bring down shipping costs ? 
12854	0	a	all right , race to the next hole ! 
12855	0	a	shortcut ! shortcut ! woah ! i fell in the sandtrap ! 
12856	3	a	all of these jobs ? suck . i would rather live jobless , on a beach somewhere , off the money from a large inheritance , than to have to work in any one of these crap-holes . they suck . 
12857	3	a	hey ! game over . 
12858	3	a	 just-in time . 
12859	3	a	just-in case . what's your last name ? 
12860	3	a	this . . . just in . justin polznik ! huh ? 
12861	3	a	justin is the ugly girl in the movie , who takes off her glasses and she's hot ! and you realize she was always hot , she was just wearing glasses . and that you were the blind one . he's the most . . . important thing in my life right now . 
12862	3	a	i want you to meet my family . come on . oscar martinez . accountant extraordinaire . this is justin . 
12863	3	a	this is darryl philbin . isn't he big ? and you already met her , pam beesly , office hottie . she will 'do' you . no , no . but she has already dated two guys in the office , that we know of , so , this could be number three , you never know ? 
12864	4	a	excuse me . 
12865	3	a	come here . i would never say this to her face , but she is a wonderful person and a gifted artist . 
12866	3	a	so , what do you think ? think these guys are nice ? the guys i didn't bring are even better . justin , i'm willing to commit right now . would you do me the honor , of spending the summer with us , at dunder mifflin ? i think , i think you are very special . 
12867	3	a	no , i didn't . you misconstrued me . 
12868	3	a	i , uh , hmm . 
12869	3	a	why don't . . . hey . 
12870	1	a	 ah-choo ! 
12871	1	a	thank you . 
12872	0	a	count me in ! 
12873	0	a	all right ! 
12874	2	a	okay . you had some fun , and uh , i think i paid for it . so let me get my last shot in there . is there anything you can do for me ? 
12875	2	a	absolutely . 
12876	0	a	right on . 
12877	1	a	you're welcome . 
12878	4	a	 beers ? you closed it ? 
12879	2	a	i closed it ! 
12880	4	a	yes ! oh ! um , congratulations to you , sir . 
12881	2	a	thank you . oh , thank you very much . appreciate it . 
12882	4	a	well done . 
12883	2	a	thank you . you know what , screw this ! 
12884	3	a	today i did something stupid . i questioned myself . and i will never do that again . because i look at somebody like jim halpert and i think , that guy can do anything he wants to do . he could do anything , and he chooses to work here , selling paper . just like me . 
12885	3	a	 yeah , kiss her . kiss her good . 
12886	4	a	hi . 
12887	4	a	i was just wondering , what kind of jobs do you guys have ? 
12888	4	a	yeah . can i fill out an application ? 
12889	4	a	i can do that . 
12890	4	a	i don't know any of those . 
12891	4	a	new york or philadelphia . 
12892	4	a	all right . cool , well . . . thanks . 
12893	4	a	and uh , i'll look into those . 
12894	4	a	new york or philadelphia . 
12895	4	a	okay . 
12896	4	a	thanks . 
12897	3	a	well , kids today have a very short attention span . they are into texting and video games and sex , and they just , they get distracted easily . and today they're being distracted by the other booths . 
12898	3	a	 hey , there ! michael scott , regional manager , dunder mifflin . 
12899	3	a	that is a very firm handshake . ow , ow , aahch ! killing my hand , there . 
12900	3	a	so , what is your poison ? you like uh , sales , accounting , customer service , what do you like . . . 
12901	3	a	sales is and could be very , very cool . if you like paper , and you love to laugh , this is the place for you . 
12902	3	a	right here . we have a lot of fun . 
12903	3	a	 this is one of our staff . this is pam beesly , receptionist extraordinaire . 
12904	3	a	check that out , huh ? 
12905	4	a	hi , nice to meet you . 
12906	3	a	pretty nice . 
12907	3	a	she sits there all day . 
12908	3	a	you get to look at her . why don't you hold out your hand . tell me what you feel . 
12909	3	a	that's called card stock . that's what you're feeling . now what you're feeling inside is confusion , butterflies , exhilaration . . . you're thinking , 'am i good enough for this job ? do i have what it takes ? ' and i think we both know the answer . we'll find that out together . you can keep that . 
12910	3	a	mmm , yeah . 
12911	3	a	don't fold it , though . 
12912	3	a	hey , you know what ? coincidence - i am going to go for a little stroll myself . are you psyched about the summer ? 
12913	3	a	yeah , me , too . 
12914	3	a	okay , be my guest . 
12915	3	a	and do your worst . 
12916	3	a	 hey . 
12917	3	a	so , i forgot to mention that my old temp is now my boss , so , gives you an idea of how quickly you can move up in this . . . 
12918	3	a	one other thing i wanted to . . . 
12919	3	a	 ohh . . . nah . 
12920	2	a	if your client likes italian food , you bring him to cugino's . and if your client likes a little action , you bring him a gambler . and if your client hates cornell , you bring him andy . 
12921	0	a	 ow ! ow ! owooh ! 
12922	2	a	yeah , well , you know . . . cornell . 
12923	3	a	hey , justin ! 
12924	3	a	wait , you want this kid to be in the air force ? 
12925	3	a	time out . you think this kid could be a fighter pilot ? 
12926	3	a	okay . 
12927	3	a	have you given any more thought to dunder mifflin ? 
12928	3	a	well , yeah , but you don't need the brochure . the brochure is up here and it's in here . 
12929	3	a	i think you are smart , and capable , and you aim high . 
12930	3	a	i'm right . 
12931	1	a	 hello , this is dwight schrute . hello ? 
12932	2	a	 hello , this is dwight . 
12933	1	a	hello ? hello ? 
12934	2	a	yes , we do have that . hold on one second . . . 
12935	1	a	jim , what are you doing ? 
12936	2	a	and how many would you like ? 
12937	1	a	uh , uh , hang that up right now . ha-
12938	2	a	absolutely . we can get that out to you immediately . 
12939	1	a	 this man is an imposter ! do not do business with him ! this is not dwight schrute ! 
12940	2	a	dwight left his cell phone on his desk . so , naturally , i paired it to my headset . 
12941	1	a	 k , fine . i'll just let it go to voicemail . 
12942	2	a	 hello , this is dwight . 
12943	4	a	hey , is this dwight ? 
12944	2	a	yes it is . 
12945	4	a	oh my goodness , you sound sexy . 
12946	2	a	oh , thank you . i've been working out . 
12947	1	a	woah , woah , woah , pam ! 
12948	4	a	have you ? 
12949	1	a	pam ! you are not talking to dwight right now . you are talking to jim . 
12950	4	a	dwight ? 
12951	1	a	no ! pam , i'm over here ! 
12952	4	a	i'm confused . . . 
12953	1	a	disconnect that right now . you give me your earpiece . 
12954	2	a	can't do that . unsanitary . 
12955	1	a	ugh ! okay , you know what ? fine . i will reprogram my phone to go to my office phone . done . 
12956	2	a	 this is dwight . 
12957	2	a	oh , and i forwarded his desk phone to mine . 
12958	2	a	oh , hello mater . good news: i've married . tell fater . such a nice woman . 
12959	1	a	 argh ! ahh ! ! 
12960	3	a	today is toby flenderson's last day . i couldn't sleep last night . i came extra-early . so much energy . . . there are certain days you know you know you will remember for the rest of your life , and i just have a feeling that today is one of those days . 
12961	3	a	mornin' . so here we go , just a matter of hours now , until his horribleness has left the building . i'm going to set my watch alarm . . . and . . . 
12962	3	a	first thing on the agenda-actually , the only thing on the agenda , is the status of toby's going away party . 
12963	3	a	okay . 
12964	3	a	okay , well , this will not do . toby is going away forever , and uh , we need to do something very very special . in some cultures , when somebody leaves , like new orleans culture , they have a parade and they have a band and people party in the streets . . . 
12965	4	a	do you mean , leaves as in dies ? you want us to throw toby a new orleans' funeral ? 
12966	3	a	if the devil were to explode , and evil were gone forever , what sort of party would you have ? 
12967	3	a	like a beach blowout ? or a toga , toga-
12968	3	a	toga ! 
12969	3	a	i thought that you might say that . 
12970	3	a	i want a party that makes me feel like i am flying through the air without this . . . ugly weight holding me down , you know ? . . . i want an antigravity machine . i saw it in a movie . you drink a potion , and then you just start floating all around . 
12971	4	a	so how much antigravity potion do you want ? 
12972	3	a	phyllis , can you do this ? 
12973	4	a	hi , can i help you ? 
12974	4	a	hey . 
12975	2	a	hey . . . what ? 
12976	4	a	guess who just got into the pratt school of design . 
12977	2	a	no way ! what did i say ? i said that they'd love those sketches . congratulations ! 
12978	4	a	oh , thank you ! i don't know why i doubted it , because i'm so clearly awesome ! 
12979	2	a	yes ! so when do you start ? 
12980	4	a	i don't know , i didn't read it carefully , i just saw 'congratulations' and i skimmed the list , i saw my name , i came in here to tell you and get a snack . 
12981	2	a	wow . busy morning . 
12982	4	a	so , you know it means i have to go to new york for three months . . . 
12983	2	a	it's not a big deal . i'll come visit you . and you'll visit me . it's only two hours away . it'll be fine . that part's gonna suck , but it'll be great . 
12984	4	a	yeah , it sucks , but it'll be great . 
12985	2	a	see how easy that is ? 
12986	4	a	ohh . . . 
12987	4	a	i wouldn't go if things weren't so solid with jim . and down the road , if we have a family , i couldn't go then either . so , the timing's perfect . . . and that is the first time i've ever used the word 'perfect' in here ! 
12988	3	a	 toby's replacement . ugh . wow . 
12989	1	a	so what do we know about her ? 
12990	3	a	well , we know that toby thinks she'll be great . so , strike one , i hate her already . 
12991	1	a	i hate her too . 
12992	3	a	why do you hate her ? 
12993	1	a	because she . . . stinks . . . with her . . . ways . . . and her . . . head . 
12994	3	a	you know , dwight , sometimes . . . i don't know , i think you say things just to agree with me . 
12995	1	a	would that be such a bad thing ? 
12996	3	a	yeah ! it would ! just have a thought . have an original thought . although , i will agree that her head is weird . you know what we need to do ? 
12997	1	a	what ? 
12998	3	a	we need to sell her an elevator pass . 
12999	1	a	but our , our elevator doesn't require a pa . . . 
13000	3	a	exactly . a little old-fashioned hazing . 
13001	3	a	 yeah . 
13002	3	a	oh , hey , do you still work here ? 
13003	3	a	nah . 
13004	3	a	no . i think i will pass . 
13005	3	a	yeah . 
13006	3	a	t-no . he tortured me . . . with his awfulness . 
13007	3	a	y-you can-michael . 
13008	3	a	thanks to toby , i have a very strong prejudice against human resources . i believe that the department is a breeding ground for monsters . what i failed to consider though , is that not all monsters are bad . like e . t . is holly our extraterrestrial ? maybe . or maybe she's just an awesome woman from this planet . 
13009	1	a	 have you been introduced to kevin ? 
13010	1	a	he's here on a special work program . he's slow , you know , in his brain . 
13011	1	a	yeah . 
13012	1	a	hazing is a fun way to show a new employee that she is not welcome or liked . 
13013	1	a	accounting department , listen up . holly , human resources . angela , oscar , and kevin . 
13014	3	a	here she is ! holly . . . you know , if we hung holly from the ceiling , we'd have to kiss underneath of her . so-i know . oh , sorry . question , are you real , or are you a hollygram ? 
